px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	v_true	yaw_angle_true	yaw_rate_true	vx_true	vy_true	NIS
187.006	36.9775	2.40119	0.201281	-0.0553499	187.296	36.9375	187.103	36.804	2.3191	0.158109	0	2.29017	0.365145	0	1.10804
189.449	37.4024	2.56025	0.14418	-0.0559196	189.465	37.4052	189.401	37.1147	2.22289	0.110723	0	2.20928	0.245623	0.108893	0
189.458	37.402	2.36917	0.141416	-0.058024	189.738	36.951	189.401	37.1147	2.22289	0.110723	0	2.20928	0.245623	0	0.870969
191.738	37.5698	2.33317	0.0389915	-0.0844624	191.735	37.5631	191.615	37.3064	2.12445	0.061981	0	2.12037	0.131591	0.0320535	0
191.702	37.5611	2.2045	0.0343464	-0.0888007	191.682	37.1147	191.615	37.3064	2.12445	0.061981	0	2.12037	0.131591	0	0.281471
193.513	37.3006	1.8041	-0.184104	-0.167567	193.471	37.2789	193.738	37.3853	2.02478	0.0123697	0	2.02462	0.0250452	0.960084	0
193.546	37.3109	2.00295	-0.169512	-0.1531	193.555	37.4234	193.738	37.3853	2.02478	0.0123697	0	2.02462	0.0250452	0	0.388633
195.927	37.3479	2.43125	0.0449061	0.0657633	195.991	37.3991	195.762	37.3598	1.92485	-0.0376149	0	1.92349	-0.072386	2.87729	0
195.818	37.3387	2.01706	0.0150468	0.0444455	195.507	37.4891	195.762	37.3598	1.92485	-0.0376149	0	1.92349	-0.072386	0	2.44478
197.729	37.7035	1.96639	0.232215	0.143054	197.725	37.7285	197.683	37.2395	1.82567	-0.0874735	0	1.81869	-0.159495	0.370617	0
197.687	37.696	1.90235	0.228674	0.141108	197.582	37.303	197.683	37.2395	1.82567	-0.0874735	0	1.81869	-0.159495	0	0.441016
199.316	37.3678	1.45116	-0.10731	-0.12798	199.294	37.2862	199.497	37.0353	1.72824	-0.136708	0	1.71212	-0.235529	3.62204	0
199.336	37.3779	1.59099	-0.101153	-0.120308	199.356	37.3527	199.497	37.0353	1.72824	-0.136708	0	1.71212	-0.235529	0	0.184016
201.477	37.0012	2.31636	-0.237586	-0.12092	201.549	36.9973	201.203	36.7587	1.63352	-0.184826	0	1.6057	-0.300201	2.22731	0
201.36	36.9688	1.92854	-0.302164	-0.172251	200.932	37.4694	201.203	36.7587	1.63352	-0.184826	0	1.6057	-0.300201	0	2.8105
202.974	36.4425	1.7335	-0.388651	-0.127431	202.962	36.4568	202.801	36.4212	1.54246	-0.231348	0	1.50137	-0.353671	0.200554	0
202.931	36.4352	1.60716	-0.410722	-0.144758	202.65	37.2445	202.801	36.4212	1.54246	-0.231348	0	1.50137	-0.353671	0	0.399198
204.018	36.1547	1.08348	-0.372224	-0.0453212	203.991	36.1967	204.294	36.0343	1.45598	-0.275807	0	1.40095	-0.396497	1.33448	0
204.031	36.1431	1.41873	-0.353806	-0.0239413	203.809	36.2941	204.294	36.0343	1.45598	-0.275807	0	1.40095	-0.396497	0	1.74001
